ID,명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,수용인원,이용시간,쉬는날,이용요금,할인정보,관람소요시간,주차시설,주차요금,유모차 대여 여부,애완동물 동반 가능 여부,신용카드 가능 여부,상세정보
"129818","건국대학교 박물관","05029","","","서울특별시 광진구 능동로 120 ","37.5428781974","127.0763072274","건국대학교 박물관은 고고  역사  미술  민속  학교역사자료 등 6천여 점을 소장하고 있는 종합박물관이다. 1963년 개관 이래 동국정운(국보 제142호)  율곡 이이 선생가 분재기(보물 제477호) 등 귀중한 문화유산을 수집  보존  전시하고 있다. 설립자 상허 유석창 박사의 기념관으로 상허선생의 삶과 활동을 보여주는 다양한 학교역사자료와 유품을 상설 전시하고 있다. 또한 대학인과 지역주민을 대상으로 박물관대학(인문학강좌  문화유적답사)을 운영하고 있으며  소장품의 데이터베이스 구축  특별전시  역사·문화 교육 등 복합문화공간으로서의 기능을 확대하고 있다.","","","","10:00~16:00<br>
※ 단, 12:00~13:00 미개방","매주 토요일, 일요일 / 공휴일","무료","","약 30분","가능","","없음","","없음","체험프로그램:문화강좌 / 유적답사
예약안내:
"
"129828","서울시립대학교 박물관","02504","","","서울특별시 동대문구 서울시립대로 163 (전농동) ","37.5835175384","127.0550691177","서울시립대학교 박물관은 우리 민족의 소중한 문화유산을 조사  수집  보관  전시하며  이를 통해 학생들의 교육활동을 지워하고 인근주민들에게는 가까운 문화공간으로 기능한다는 목적으로 1984년 9월 4일 개관하였다. 그동안 각종 특색 있는 특별전을 꾸준히 개최하여 왔고  발굴 지표조사활동  초청강연회 등을 통하여 연구 조사 및 교육활동에도 노력을 기울여 왔다. 특히 서울시립대학교 박물관은 대부분의 박물관에서 소외되고 있는 근현대사자료 전문 박물관에서 소외되고 있는 근현대사자료 전문박물관으로 발돋움한다는 새로운 목표를 세우고 유물수집 및 특별전시 등을 통해 정체성을 확립해 나가고자 노력하고 있다.","","","","10:00~17:00 (휴게시간 12:00~13:00)","매주 토요일~일요일 / 공휴일","무료","","약 30분","가능","- 최초 15분 무료<br>
- 최초 30분 1,000원 / 초과 5분당 250원","없음","","없음","사업내용:문화재의 수집·보존 및 과학적 관리 / 문화유적 발굴·조사·연구 / 각종 전시 / 연구서 간행 / 학내 학생교육용 자료제공 등
"
"129833","경희대학교 중앙박물관","02447","","","서울특별시 동대문구 경희대로 26 (회기동) ","19.6944274800","117.9925662504","경희대학교 중앙박물관은 1956년 개관한 이래 고고역사민속 중심의 제1종 종합 박물관으로서 학술  교육  전시  문화재 지표 및 발굴조사 등 다양한 활동을 통하여 대학 문화를 선도하고 있다. 박물관 전시실은 고고역사실  무속실·시베리아실   옹관실  중앙전시실  기획전시실  IAUP기념관으로 구성되어 있다. 
중앙박물관을 방문하면 가장 먼저 중앙 전시실을 접하게 된다. 고고역사실은 선사실  삼국실  금관실  고려시대실  도자기실  신라실  와당실로 구분되어 있으며  구석기시대부터 삼국시대에 이르기까지 다양한 유물들이 전시되어 있다. 무속실은 무속 관련 도구와 무신도들을 전시해 두었으며  시베리아실에서는 시베리아 지역의 민속 유물들을 전시하고 있다. 옹관실은 영암 내동리 출토 옹관과 동반 유물들을 전시하고 있으며  IAUP 기념관에는 세계대학총장회의 관련한 자료들을 전시하고 있다.","","","","10:00~17:00","매주 토요일~일요일 / 법정공휴일","무료","","약 1시간","가능","","없음","","없음","소장품현황:6 000여 점 소장 / 2 500여 점 전시
사업내용:문화재보존 및 과학적 관리 / 문화재 발굴·조사·연구 / 국내외 유물출품 전시 / 각종 특별전시 / 공개강좌 / 박물관 현장학습 등
"
"129903","동산방화랑","03149","","","서울특별시 종로구 인사동9길 35 (견지동)","37.5729202581","126.9833592862","동산방화랑은 전통 회화에서 현대미술로 이어지는 전시를 하는 갤러리이다. 개관 이후 한국 고유의 미감을 간직한 전통 회화와 근대미술과 시대적 가치를 반영하는 현대미술로 이어지는 전시를 통해 한국 화랑의 중추적 역할을 해왔다. 그리고  근현대 미술의 주요 작가의 작품 소개와 역량 있고 새로운 젊은 작가의 작업을 알리기 위한 기획을 하고 있고  중국 미술을 포함한 아시아 미술도 소개하고 있다.
한국화 위주의 전시 및 상설전을 주로 개최하며  서양화 및 동양화  조각  판화와 한국  중국의 목판화 상설전을 개최하기도 한다. 또  새롭고 창의적인 작품 세계를 가진 역량 있는 작가를 소개하는 전시와 차세대 유망 신진작가의 발굴을 위해 젊은 작가 전시도 기획하고 있다. 한국 화랑 분야의 1세대 화랑으로 대가  중진  중견작가들과도 돈독한 관계를 유지하고 있는 화랑이다.","","제1 전시실  20평<br>
제2 전시실  20평<br>
제3 전시실  20평","","월~금요일 09:00~18:00 / 토요일 09:00~12:30","매주 일요일 / 공휴일","무료(특별전의 경우 유료)","","","가능 (인근 공영주차장)","유료","없음","","가능","사업내용:상설전시 및 기획 초대전시  동양화 표구
외국어 안내서비스:영어  일본어 안내 가능
"
"129907","조형갤러리","03162","","","서울특별시 종로구 인사동5길 29 ","37.5719870597","126.9848258458","조형갤러리는 여러 분야의 미술을 소개하는 대형 전시 공간이다.
1990년 관훈동에 개관한 이후 2002년 인사동으로 더 넓게 확장 이전하였으며  회화제 및 인사포럼과 역량 있는 작가의 기획전시와 대관 전시를 통해 여러 분야의 미술을 소개하고 있다.
조형 갤러리 전시 공간의 주요 부분은 좌우 15m의 정사각형 형태이고  나머지 부분은 좌우 4m  6m의 전시 공간이며 천장의 높이는 3m로 구성되어 있다. 정사각형 구조와 높은 천장으로 이루어진 전시 공간은 전시작품이 한눈에 들어올 수 있게 하는 시원한 구도이다. 또  가벽을 설치하여 자연스럽게 여러 가지 형태의 전시 공간을 만들어 많은 작품을 전시할 수 있고  자신만의 독특한 전시 형태를 연출 할 수도 있다.","","전시장 80평","","10:30~18:30","연중무휴","무료","","","가능","유료","없음","","없음","체험프로그램:어린이 대상 미술체험교실을 여름방학 중에 연다. 성인대상 프로그램 '크로아키'를 매주 목요일에 연다.

소장품현황:유화를 중심으로 수채화 등 다수

사업내용:그림  조각  사진 기획전시  기타 상설전시  대관
외국어 안내서비스:한국어  영어 안내 서비스 가능
"
"129912","세종호텔 세종갤러리","04537","","","서울특별시 중구 퇴계로 145 (충무로2가) ","37.5613355768","126.9879953030","세종갤러리는 1961년 한국 미술계의 거장 김흥수 화백의 초대전을 시작으로  그동안 폭넓고 깊이 있는 미술감상의 기회를 제공해 왔다. 1992년에는 세종호텔 1층 로비에 재개관하여 진취적이고 역량 있는 작가 분들을 모시며 다양한 전시를 기획  주관하고 있다. 뿐만 아니라 확장된 개념의 전시로써 전시장 이외의 호텔 공공장소 및 각 레스토랑을 갤러리화 하여 좋은 반응을 얻고 있다. 그 결과 컬렉터의 충족은 물론  미술 애호가 및 일본  유럽  미국 등의 외국인 호텔 투숙객들에게도 미술을 마음껏 감상할 수 있는 문화공간으로 확고히 자리매김하게 되었다.
아울러 2003년 세종갤러리는 새로운 고품격 미술문화의 장을 열어나가고자 외부에서도 작품 감상할 수 있는 쇼윈도갤러리를 건립하였으며  2012년 하반기에 대대적인 갤러리 리뉴얼 공사를 통해 새로운 호텔형 복합문화공간으로 탈바꿈하였다. 2013년에는 지하의 공간을 갤러리로 리모델링하여 제2갤러리를 오픈하였다. 현재 세종갤러리는 지상 1층  지하 1층  쇼윈도갤러리로 이루어져 기존의 평면적인 갤러리와는 확연히 다른 공간의 차이를 느낄 수 있으며  각 공간에 걸맞은 다채로운 전시를 선보이고 있다.","","","","11:00~20:00","연중무휴","무료","","","가능","30분당 2,000원","불가","","없음","사업내용:기획전시 / 대관 / 렌탈 및 판매(그림)
대관안내:
"
"130154","성곡미술관","03175","","","서울특별시 종로구 경희궁길 42 (신문로2가)","37.5735143878","126.9696605179","성곡미술문화재단의 성곡미술관은 쌍용그룹 창업자 故 성곡 김성곤 선생의 기업을 통한 사회봉사의 정신을 미술 문화로 구현하고자 설립된 순수 공익단체로서 1995년에 개관하였다. 서울특별시 종로구에 자리하며  주로 소규모 현장 기념관의 주제전과 현대 미술작가를 지원하기 위해 개인전  국제전 등을 개최한다. 본관  별관과 조각공원이 있으며  부대 시설로는 찻집과 아트샵이 있다.
우리의 전통적인 얼과 정신  우리의 정서와 미감을 현대적으로 해석한 기획전을 집중적으로 개최하며 [성곡미술대]  [내일의 작가상]을 통해 신인 미술가를 발굴하고 지원한다. 국내외 예술가를 지원하는 큐레이터 프로그램을 도입하여 현대 미술에 대한 이해를 높이는 것을 목표로 하고 있다.","","","","10:00~18:00 (입장 마감 17:30)","매주 월요일","[일반]<br>- 7,000원<br>[청소년]<br>- 5,000원<br>[어린이]<br>- 3,000원<br>[국가유공자, 장애인, 만 65세 이상]<br>- 5,000원<br>※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망","","","가능","","없음","","가능","사업내용:전시사업(본관 - 기획전  별관 - 성곡미술대상  내일의 작가상 등)  아카데미
체험프로그램:어린이 체험 프로그램
"
"130173","국립현대미술관 덕수궁","04519","","","서울특별시 중구 세종대로 99 ","37.5657876002","126.9748047119","국립현대미술관 덕수궁은 한국 근대미술을 품은 고궁 속 미술관이다. 우리나라 근대미술의 형성과 전개 과정을 체계화하여 근대미술에 나타난 미의식과 역사관을 정립함으로써 궁극적으로 우리 민족의 문화적 정체성을 구현하기 위한 목적으로 설립되었다.
미술관이 자리한 덕수궁의 석조전 서관은 1938년에 완공된 우리나라 근대 건축양식을 대표하는 건물로서 4개의 전시실과 휴게공간  아트숍 등을 갖추고 있다. 국립현대미술관 덕수궁은 근대미술 전문기관으로서 근대미술의 조사와 연구  근대미술 관련 기획전 및 소장품을 전시하고 각종 교육프로그램의 개발과 운영  학술 활동과 출판  근대미술 관련 정보의 국제적 교류 등 다양한 사업을 추진하고 있다. 1998년 개관 이래 2005년까지 총 38회의 기획 및 소장품 전시를 개최하였으며  약 250만 명의 관람객이 미술관을 찾았다. 그뿐만 아니라 작품설명회  강연회 등의 학술행사를 개최하여 미술 전반에 관한 이해를 돕고 있으며  다양한 교육프로그램을 개발하고 운영하여 도심 속에 있는 복합문화공간으로써의 역할을 하고 있다. 수도권 지하철 1  2호선 시청역 1번 출구에서 70m에 있다.","","","","화, 목, 금, 일 : 10:00~18:00<br>
수, 토 : 10:00~21:00 (야간개장 무료 관람 시간 18:00~21:00)<br>
※ 덕수궁 정문 20시 입장 마감","매주 월요일, 1월 1일","관람료의 경우 전시에 따라 달라질 수 있음으로 자세한 안내는 전시 소개 페이지 참고<br>※ 덕수궁 관람료는 별도<br>※ 무료관람 : 수요일/토요일 야간개장 무료 관람 시간 (18:00~21:00) / 매월 마지막 수요일 문화가 있는 날","","","불가 (인근 유료주차장 이용)","","없음","","없음","체험프로그램:청소년 : 청소년 학급 단체 작품 감상 교육프로그램(온라인) / 성인 : 전시 연계 프로그램
예약안내:단체관람을 희망하는 유치원  초·중·고등학교는 반드시 예약을 해야 하며  관람 희망일 1일전까지 단체관람 준수사항에 동의 후 신청해야 한다.
"
"130182","국립공원 산악박물관","01300","","","서울특별시 도봉구 도봉산길 86 (도봉동) ","37.6871579053","127.0351735342","국립공원 산악박물관은 공공기관 최초의 산악박물관으로  2011년 10월 1일 개관하였다. 이 박물관은 한국의 산악역사와 문화를 전달하고  안전산행의 필요성을 강조하기 위해 대한산악연맹으로부터 200점  일반 산악인들로부터 1 000여 점의 기증을 받아 총 1 200점의 물품과 장비를 전시하고 있다.
또한  박물관 북카페에서는 약 4 200권의 산악잡지 및 전문서적이 전시되어 있어 산악문화를 엿볼 수 있으며  방문객들은 자유롭게 열람할 수 있다.","","","","10:00~17:00 (휴게시간 12:00~13:00)","매주 월요일~화요일 / 1월 1일 / 설·추석 연휴","무료","","","불가능","","없음","","없음",""
"130209","서울 중구문화원","04541","","","서울특별시 중구 청계천로 86 (장교동) ","37.5675737144","126.9865424811","중구문화원은 1995년에 개원하여 서울시 중구 지역 주민들에게 문화행사를 제공하는 곳이다. 중구의 향토사에 관한 조사 연구  문화 자료 수집과 보존 등을 통해 지역 전통문화를 계승 발전시키는 한편 충무공 탄생 기념 문화제  역사 문화재 탐방 교실  청계천 문화예술마당 등을 매년 개최하며 새로운 지역 문화 확립에 많은 노력을 하고 있다. 
지역 주민들의 편의를 위해 찾아가는 전통문화 예절 교육을 시행하고 사생대회나 국악 및 무용 경연대회를 실시하여 지역 청소년들에게 문화 체험과 능력을 펼칠 기회를 제공하며 다양한 문화 교실을 진행하며 다양한 문화 혜택을 누리도록 한다. 대관이 가능한 갤러리가 있어 여러 전시와 행사를 진행할 수 있다. 대관료가 저렴하여 직장인과 대학생의 그룹전과 신인  중견작가들의 전시회가 늘어나고 있다. 연회비가 있는 문화원 연회원도 운영한다. 연회원이 되면 문화원 유적 답사 활동에 참여할 수 있고 문화원에서 발행하는 간행물을 우선 받아보고 각종 행사에도 우선 초대된다.","","","","문화원 10:00~17:00<br>
갤러리 09:00~18:00 (프로그램별 상이)","문화원 : 매주 일요일","진행 프로그램에 따라 상이","","","가능","","없음","","없음","사업내용:1) 문화재 탐방교실 - 1997부터 매년 2 800여명씩 답사<br />
 2) 향토사연구사업  - 1995중구향토사 연구위원회 발족이후 제7집발간<br />
 3) 문화관련 책자(연보)발간 - 중구문화 제6호. 중구문예 제10호발간<br />
 4) 문화행사 - 중구미술인협회 회원전(2002.3.12∼3.17)  제4회 구민의날 기념 열린음악회 (2002.9.30 국립극장)  제7회 중구사진 공모전시회(도록)(2002.11.13∼11.19)  중구의 어제와 오늘사진 50점 순회전시(2002.10)<br />
 5) 문화학교강좌 - 중국어·한국무용·스포츠댄스·새도우박스등 10개강좌<br />
 6) 예문갤러리 대관 (상설전시관) - 문화원1층<br />
 7) 중구향토사연구 자료집 - 제1집 중구향토사 관계자료집(1996년 발행)  제2집 중구사화  제3집 남산의 역사와 문화   제4집 서울중구 도심속으로의 역사기행   제5집 중구의시장 어제와오늘  제6집 중구의 구전설화  제7집 명동의 변천사(2002년 발행)
체험프로그램:경기민요 / 가락장구 / 문예창작 / 어반스케치 등 
대관안내:1층 전시실(갤러리) 대관 가능 <br />
문의 02-775-3001
"
"130214","송파문화원","05572","","","서울특별시 송파구 올림픽로 44 (잠실동)","37.5096931578","127.0760526362","송파문화원은 송파 문화의 품격과 가치를 높이고 역사적 보존 가치가 있는 유물 등에 대한 연구를 통해 과거와 현재  미래를 이어가는 징검다리의 역할을 수행하는 곳이다. 지역 문화 예술의 수준 향상을 위해 송파구와 공동으로 한성백제문화제  벚꽃축제  낙엽축제  송파문화예술축제 등 다양한 문화행사를 매년 개최함으로써 구민들에게 볼거리와 즐길 거리의 제공은 물론 소통과 화합의 통로를 마련해 오고 있다.
주민들의 문화 욕구 충족을 위한 160여 개의 문화예술 교양강좌와 우리역사바로알기 사업의 일환으로 지역 역사 기행 및 서울 5대 궁궐 투어를 운영하여 오고 있다. 매년 향토 사료집과 송파문화 책자를 발간하여 지역문화의 역사적 가치를 높이는 한편  구민들의 문화 역량 강화를 위해 서화  문인  미술  사진 등 각종 협회와도 유기적인 협조체제를 유지하고 있다.","","","","강좌마다 상이","일요일 / 공휴일","","","","가능","유료","없음","","없음","사업내용:1) 지역축제·문화행사 - 시와 그림의 광장 전시회  송파서예대전<br />
2) 문화예술강좌 - 송파문화원 문화학교 문화예술교양강좌 운영  저명인사 초청강연<br />
3) 문화교류사업 - 우리의 고유문화 유적지 탐방  송파문화원과 일본 동경도 동문화 원간의 회화교류전  결연된 지역과의 연계된 사업<br />
4) 향토문화선양사업 - 송파문화 연2회 발간  송파문화봉사단 팀별활동<br />
5) 향토사료 조사사업 - 향토사료 조사수집을 통한 사료집 발간<br />
6) 향토예술인 활용사업 - 송파 문화예술인의 밤 초대작가 전시회 및 문화원 수강생들의 작품 전시발표회
체험프로그램:전통문화 강좌 / 인문학 강좌 / 예술문화강좌 / 어학강좌 / 음악강좌 / 미술 예술문화강좌 / 건강 레크레이션강좌 / 재테크강좌 / 컴퓨터강좌 / 야간강좌 / 토요강좌
예약안내:
"
"130223","광진문화원","05119","","","서울특별시 광진구 광나루로56길 67 (구의동)","37.5365043011","127.0964722391","광진구 구의공원 인근에 있는 광진문화원은 1996년 설립되어 지역 문화를 계승 및 발전시키는 역할을 하고 있다. 지역 문화행사 개최  문화 예술강좌 진행  향토사료 발굴 및 국악예술단 운영 등 광진구의 문화 진흥을 위한 다양한 활동을 하고 있다. 또한  나이와 계층을 초월하고  가족들 간의 만남과 원활한 소통을 위해 300여 개의 문화예술강좌를 운영하고  다양한 동아리 활동을 지원하고 있다. 
광진문화원에서는 광진구의 국악예술단을 운영하며 사물놀이패  국악실내악단  여성풍물패  어린이소래패 총 35명의 단원이 활동하고 있다. 어르신 문화 학교는 청년세대와 어르신 세대가 문화를 매개로 세대 간의 소통을 위해 여러 활동 등을 지원하고 있다.
광진문화원은 수도권 지하철 2호선 강변역 1번 출구에서 약 330m 떨어져 있다.","","","","매일10:00 - 16:30<br />(강좌시간에 따라 변동가능)","연중무휴","","","","가능","해당강좌에만 가능 / 토요일 주차 불가","없음","","없음","체험프로그램:
사업내용:1) 지역문화축제  전통문화축제  공연 및 전시행사<br />
2) 문화예술단체 운영지원 및 문화프로그램 제공<br />
3) 주민 문화예술 창작의욕 제고를 위한 프로그램 운영<br />
4) 문화예술강좌 및 사회교육<br />
5) 광진구 향토사료조사 및 자료집 발간<br />
6) 지역전통문화의 국내외 교류<br />
7) 광진정보도서관 수탁운영
예약안내:
"
"130226","포스코미술관","06194","","","서울특별시 강남구 테헤란로 440 ","37.5058765750","127.0560767850","포스코미술관은 1995년 9월 포스코센터 포스코갤러리로 설립되었으며 포스코홀딩스가 추구하는 배려와 공조  공생의 가치를 예술을 매개로 나누고 실천하는 포스코 그룹의 아트 플랫폼이다. 포스코미술관은 주로 회화  조각  설치  미디어 아트 등 다양한 장르의 전시를 개최하고 있다. 또한  전시와 연계된 교육 프로그램  강연  워크숍 등을 운영하여 대중들의 문화예술 향유 기회를 확대하고 있다. 포스코미술관은 이외에도 일반인과 포스코 그룹사 임직원등을 위한 포스코미술관 프로그램을 운영하고 있다.","","","","- 월요일~금요일10:00~18:00<br>
- 화요일 10:00~20:00<br>
- 토요일~일요일11:00~16:00","4월 1일 창립기념일","무료","","약 30분~1시간","가능","30분 2,000원","없음","","없음","예약안내:가능
외국인 예약안내:가능
외국어 안내서비스:영어 가능(사전문의)
한국어 안내서비스:가능
"
"130232","건국대학교 상허기념도서관","05029","","","서울특별시 광진구 능동로 120 (화양동) ","37.5416615911","127.0717965616","건국대학교 상허기념도서관은 서울특별시 광진구에 위치한 건국대학교 내의 주요 도서관이다. 도서관 이름은 건국대학교 설립자 상허 유석호 선생의 기념을 의미한다. 1979년에 개관하였으며  개교 43주년인 1989년 5월 15일에 신축 개관되었다. 
상허기념도서관은 다양한 학술 자원과 디지털 자료들을 제공하며  학생들과 교수들이 학문적 연구와 공부를 효율적으로 할 수 있도록 다양한 시설을 갖추고 있다. 또한  도서관 내부에는 독서 공간  그룹 스터디룸  개인 학습 공간  컴퓨터 시설 등이 마련되어 있어 편리한 학습 환경을 제공한다.","","","","[자료실]<br>
- 평일 09:00~21:00<br>
※ 방학 중 09:00~17:00<br>
- 토요일 09:00~13:00<br>
[열람실] 05:00~23:00<br>
※ 2열람실은 상시 개방(단, 시험기간 별도 공지)","[자료실] 매주 일요일 / 법정 공휴일<br>[열람실] 연중무휴","무료","","","가능","무료","없음","","없음","사업내용:도서 열람 및 대출 / 강좌운영 / 독서 관련 행사 등
"
"130247","동작문화원","06963","","","서울특별시 동작구 장승배기로10길 42 (상도동) ","37.5044968957","126.9411039590","1998년 설립한 동작문화원은 지난 시간 동안 지역사회와 가장 가까운 데에서 지역문화 의식 고취를 위해 노력해 왔다. 시민강좌  기획공연  학술세미나 등 다양한 문화사업을 기획하고  동작구의 문화적 환경조성과 더불어 삶을 향상시키고자 주민 누구에게나 열려있는 문화예술활동을 지원하고 있다. 문화강좌는 국악  댄스스포츠  필라테스  라인댄스  방송댄스  미술&서예  생활문화  어학  음악&악기 등 다양한 강좌가 준비되어 있다.","","","","강좌 별로 상이함","매주 토요일~일요일 / 법정공휴일","강좌 별로 상이함","","","가능","","없음","","없음","사업내용:1) 향토문화개발 - 향토사료조사  향토사연구조성  문화재정화 보존활동 등<br />
2) 지역문화행사 - 사육신추모문화제  문화영화 상영  사진공모전  주부백일장  국악경연대회  미술공모전 등 각종 문화행사<br />
3) 문화·예술활동 - 예술인단체 활동 지원  예술분야별 발표회 지원  해외문화예술 교류 등<br />
4) 시민문화강좌 - 명사초청 교양강좌  청소년 지도강좌  건강특강 등<br />
5) 문화현장 교육 - 관내문화재탐방  지방고유 문화재 참관  민족문화유산탐방 등<br />
6) 문화홍보 - 동작문학지 발간  문화유적 편람 자료수집  문헌자료실 운영 등<br />
7) 문화학교 - 한국전통문화  한국무용  국악  민요  서예  생활영어  건전가요 등  컴퓨터 교육<br />
8) 독서실 - 동작문화원 독서실 운영
체험프로그램:국악 / 댄스&건강 / 미술&서예 / 생활문화 / 어학 / 음악&악기 / 피아노 / 한국무용 등
"
"130259","위니아트(건국대학교 새천년관 대공연장)","05029","","","서울특별시 광진구 능동로 120 (화양동) 새천년관 지하 2층","37.5416615911","127.0717965616","위니아트는 ‘보다 많은 사람들에게 양질의 공연’을 이라는 정신으로 1997년 설립되었다. 국내에서는 처음으로 문화공간 운영을 시작하여 차별화 전역을 실천함으로써 양질의 공영 제공은 물론 가격과 서비스를 포함한 종합적인 고객만족을 구현해 나가고 있다. 국내 선진 공연문화의 정착과 그에 따른 올바른 사회적 역할에 부응하려 지난 10여 년간 최선의 노력을 경주하여 왔다. 독주에서 오케스트라까지 장르면에서 클래식과 대중음악을 막론하고 다양한 문화행사를 소화해 낼 수 있는 다목적 공연장이다. 또한  완벽한 시설을 갖춘 회의장으로 국제회의 및 세미나 등으로 쓰이기에 손색이 없다.","","","- 대공연장 : 805석(장애인석 11석)<br>- 우곡국제회의장 : 313석(1층 230석 / 2층 73석)","공연 및 전시 별로 상이함","공연 및 전시 별로 상이함","공연 및 전시 별로 상이함","","","가능","","불가","","가능","사업내용:문화예술공연장 운영 / 문화콘텐츠 개발 및 연계 / 문화마케팅 기획 및 운영 / 문화행사 기획 및 연출
"
"130263","초전섬유·퀼트박물관","04630","","","서울특별시 중구 퇴계로18길 66 (남산동1가) ","37.5581803204","126.9842429564","초전섬유·퀼트박물관은 1998년 10월 27일에 개관한 박물관으로  다양한 국내외 섬유예술작품들을 보유한 국내 유일의 섬유예술박물관이다. 박물관의 설립자인 제일문화원 김순희 원장은 사라져 가는 한국 전통 조각보 기법의 전승과 한국섬유예술의 세계화라는 생애 목표를 이루고자 수도 서울의 심장부인 남산 끝자락에 섬유예술박물관을 개관하였다.
개관과 동시에 첫 기획전인 일본 국제 퀼트 콘테스트 공모전 입상작 전시회를 성공리에 마쳤으며  이어 제1회 한국퀼트콘테스트 공모전과 입상작 전시회  퀼트 분야에서 새롭게 시도된 맨홀 퀼트 기획전 아름다운 환경을 위한 시도  세계의 전통섬유직물전 등 퀼트와 텍스타일 분야를 넘나드는 다양한 기획전들을 차례로 개최하였다. 또한 섬유예술에 관련된 워크숍과 세미나를 개최하여 작가와 전문인들에 대한 교육의 장을 제공해나가고자 한다.
독특한 아이템과 전시기획으로 외국인들에게 새로운 관광 코스로 부각되고 있는 초전섬유·퀼트박물관은 소장품이 전시되는 상설 전뿐만 아니라 다양한 기획전과 섬유 및 퀼트 콘테스트를 개최함으로써 일반인들에게 다소 생소한 섬유예술작품들을 보다 가깝게 접할 수 있는 기회를 제공하고  섬유예술을 공부하는 젊은 세대들에게는 민족의 우수한 전통 섬유예술 전수하여 세계로 발돋움할 수 있는 기반이 되어 주고자 한다. 또한  국내의 기존 섬유예술작가들에게 해외 각국의 독특한 섬유예술을 소개함으로써 새로운 기법과 아이디어를 얻음과 동시에 폭넓은 안목  국제적인 감각을 키울 수 있는 기회를 제공하고자 한다.","","","","10:00~17:00 (입장마감 16:30)<br>
※ 사전 예약 필수","매주 토요일~일요일","- 성인(만 19세 이상) 8,000원<br>- 청소년(만 19세 미만) 5,000원<br>- 어린이(3~7세) 3,000원<br>- 경로(65세 이상) / 장애인 5,000원","","","가능","","없음","","없음","소장품현황:1 015점<br> 
 1) 한국 전통자수 및 조각보 152점<br>
 2) 한국 전통 장신구 32점<br>
 3) 한국 전통 한복 89점 <br>
 4) 중국 전통복식 및 자수품 260점<br>
 5) 중국 장신구 52점 <br>
 6) 해외 전통퀼트 및 패치워크 95점<br>
 7) 해외 수직퀼트 25점<br>
 8) 세계의 민속 복식 인형 310점
"
"130289","LG아트센터 서울","07789","","","서울특별시 강서구 마곡중앙로 136 (마곡동) ","37.5653406087","126.8294429794","LG아트센터 서울은 LG연암문화재단에서 LG그룹의 재정적 지원을 받아 운영하고 있는 비영리 공연장이다. 2000년 3월  서울 강남구 역삼동에서 개관한 LG아트센터는 동시대를 살면서 놓쳐서는 안 될 세계 최고 수준의 작품들을 우리 관객들에게 선보이는 것을 목표로 예술가들과 관객들 모두에게 놀라운 영감을 선사하기 위해 노력해오고 있다. 2022년 10월  서울 강서구 마곡으로 이전하여 세계적인 건축가 안도 다다오의 설계로 풍부한 자연환경 속에서 한층 확장된 예술 체험이 가능한 열린 공간으로 다시 태어났다. LG아트센터는 앞으로도 창의적인 예술가와 열정적인 관객들이 만나 자유롭게 소통하는 공간이며  언제나 믿고 찾을 수 있는 공연장이다.

(출처 : LG아트센터 홈페이지)","","","","10:00~23:00","매주 월요일","공연 별로 상이함","","","가능","[평일] 5,000원 / 이후 10분 당 1,000원<br>
[주말 및 공휴일] 7,500원 / 이후 10분 당 1,500원<br>
※ 5시간 기준","없음","","가능",""
"130302","금호미술관","03062","","","서울특별시 종로구 삼청로 18 ","37.5774613349","126.9798928074","금호미술관은 금호아시아나 그룹이 운영하고 다양한 전시와 프로그램을 통해 대중들에게 다가가고자 하는 미술관이다. 이곳은 지방작가를 발굴하여 지원하고  역량 있는 신예 작가를 비롯해 기성 작가들의 전시를 개최한다.
금호미술관은 개관 이래 동시대 미술의 흐름을 진단하고자 다양한 전시를 기획  개최하고 있다. 특정한 사조나 장르에 편중하기보다 한국미술의 전체적인 전개 양상에 주목한 기획전시는 현대미술의 주요 쟁점과 이들을 아우르는 대표 작가들로 구성하여 다양한 미적 가치를 경험하는 기회를 제공하고 있다. 국제 전시  미술과 음악을 연계시킨 전시회  어린이들을 위한 전시회까지 다양한 전시들이 기획되었다. 2008년에는 첫 번째 디자인 전시를 시작으로 디자인과 건축에 관한 전시도 기획하고 개최하여 시각예술의 영역을 더욱 확장했다.
금호미술관은 지하 1층부터 3층까지 총 7개의 전시실이 있다. 교육 기능을 담당하는 세미나실과 관람객에게 휴식을 제공하는 1층 카페테리아와 각종 디자인 용품 및 아트 상품을 판매하는 아트샵이 있어 전시 관람 전후에 둘러볼 수 있다.","","지하 3층, 지상 4층","120명 (전시장 내 관람객이 120명이 초과될 경우, 입장 제한이 될 수 있음)","10:00~18:00","매주 월요일","전시마다 상이함 자세한 내용은 홈페이지 참고","","","가능","미술관 건물 앞 정면주차 최대 10대 가능(만차시, 미술관 건너편 경복궁 주차장 이용- 유료)","없음","","가능","사업내용:전시 및 강좌 진행
소장품현황:한국 근  현대 미술품 약 3 000점
대관안내:대관 약관 및 신청서 작성를 작성하여 포트폴리오 함께 제출<br>
- 소정의 심사 과정 후 대관 여부 결정 
"
